,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
206,206,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again |  https://t.co/Cn2WV7uh9A via @pmmnewsworld 
@BashirAhmaad
@IU_Wakilii
@raufaregbesola
@bukolasaraki
@TinubuMediaS"
207,207,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more on  https://t.co/Cn2WV7uh9A via @pmmnewsworld 
@NuhuRibadu
@official_mrbond
@OfficialGYBKogi"
208,208,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews
 https://t.co/Cn2WV7uh9A via @pmmnewsworld 
@SundayDareSD
@GovUmarGanduje
@ChibuikeAmaechi
@DAWNCommission
@STinubu"
209,209,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews
 https://t.co/Cn2WV7uh9A via @pmmnewsworld 
@NigeriaGov
@APCUKingdom
@FemAdesina
@TinubuOclock
@IU_Wakilii"
210,210,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews- https://t.co/Cn2WV7uh9A via @pmmnewsworld @aonanuga1956
@NGRPresident
@ChibuikeAmaechi
@dareswagg
@ekometa"
211,211,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews
 https://t.co/Cn2WV7LkbA via @pmmnewsworld @FemAdesina
@Progressive4BAT
@SundayDareSD
@SWA4Sure
@lollylarry1"
212,212,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more on latest  https://t.co/Cn2WV7uh9A via @pmmnewsworld 
@batcolloquium
@OUKtweets
@kielorji"
213,213,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews
https://t.co/Cn2WV7LkbA via @pmmnewsworld @ABATMediaCentre
@tunderahmanu
@TheDJPompin
@youthsforbat
@Fattylincornn"
214,214,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more on https://t.co/Cn2WV7LkbA via @pmmnewsworld 
@tsg2023
@dayoisrael
@GboyegaOyetola
@BatProjects23"
215,215,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews- https://t.co/Cn2WV7uh9A via @pmmnewsworld 
@RotimiAkeredolu
@kfayemi
@OfficialAPCNg
@APCUKingdom
@TinubuMediaS"
216,216,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again |  https://t.co/Cn2WV7LkbA via @pmmnewsworld 
@GovBorno
@oluremitinubu
@realFemiOtedola
@elrufai
@GovUmarGanduje
@dayoisrael"
217,217,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more https://t.co/Cn2WV7LkbA via @pmmnewsworld @AtedoPeterside
@CyberMessia
@Official_ogb
@iykefijo
@Abi_odun"
218,218,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more https://t.co/Cn2WV7LkbA via @pmmnewsworld 
@PeterObi
@VictorIsrael_
@OBINNO_
@ezenwa_vincen
@JackObinyan"
219,219,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-
 https://t.co/Cn2WV7uh9A via @pmmnewsworld 
 @atiku
@YouthsForAtiku
@YouthsForAtiku
@Atiku_Nig_2023
@JAkanle"
220,220,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more on   https://t.co/Cn2WV7LkbA via @pmmnewsworld 
@Jeffanfield
@chrisOkpokiri
@Offixial_MD
@sirjkgram"
221,221,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn  https://t.co/Cn2WV7LkbA via @pmmnewsworld @James_Faleke
@honfaleke
@Mcoluomo9
@senatorchuba
@Oyinkitana"
222,222,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-
https://t.co/Cn2WV7LkbA via @pmmnewsworld 
@TinubuShettima
@AdewaleTinubu
@TinubuOclock
@KashimSMFans
@KwankwasoRM"
223,223,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-
 https://t.co/Cn2WV7LkbA via @pmmnewsworld @myasiwajustory
@NWYTS_2023
@BATsupportgroup
@youthsforbat"
224,224,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews- 
https://t.co/Cn2WV7uh9A via @pmmnewsworld @femigbaja
@KashimSM
@aonanuga1956
@AdewaleTinubu"
225,225,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again  
https://t.co/Cn2WV7LkbA via @pmmnewsworld @officialABAT
@fkeyamo
@jidesanwoolu
@SenGbengaAshafa
@OfficialAPCNg"
226,226,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more on latest entrepreneurial news https://t.co/Cn2WV7LkbA via @pmmnewsworld"
227,227,Belloabdu13,"muddin kana tare da
Allah ba abin da ze baka 
tsoro
//  atiku 2023 ///
///arsenall fans//","Gaya, Nigeria",677,285,1069,0,"Nigeria people 
 need PDP back
In 2023 election
Atiku an okowa https://t.co/zxONjqX0BS"
228,228,EnyinnayaNwosu,"former new generation presidential aspirant in Nigeria for 2019 election.
Every Nigerian to join us in rebuilding  Nigeria with fresh ideas. #ENN
#ISTANDWITHENN","Victoria, British Columbia",2200,1627,3498,0,"When the history of 2023 election will be told, especially about how and why Atiku lost the election, Ayu the PDP chairman's ego and Atiku's pride will would have contributed 70%"
229,229,baakdgreat,"#peaceadvocate #saynotorape #Againstdomesticviolence #AgainstImpunity . Down Syndrome , Autism and Cerebral palsy Children are special,love them unconditionally",,2541,3017,13182,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
230,230,XaM_XXX,"God 1st, HSE Manager, Liverpool Fan. 100% Solar and PO Believer","Abuja, Nigeria",1667,625,22029,0,"A chieftain of the ruling Peoples Democratic Party, PDP, in Abia State, Dr Sampson Orji, has said he would vote for the presidential candidate of the Labour Party, Peter Obi against his party’s flag bearer, Atiku Abubakar, in the 2023 presidential election."
231,231,Afolabi0905937,,"Lagos, Nigeria",132,58,2826,2,"After 2023 presidential election, Atiku as usual, will relocate back to Dubai. The likes of Saraki et all may leave the party. Wike will then rebuild PDP and mount a serious opposition for 2027..."
232,232,M8056456439,,"Lagos, Nigeria",646,121,1870,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
233,233,Wisemanimpress1,Discipline,"Greater Accra, Ghana",930,1856,69489,7,"If not that Peter Obi has ""collected"" Atiku's bag of votes, what is ordinary election that Atiku cannot win in 2023. 😅 😆😆. Had it been they saw this coming, they wouldn't have allowed Peter Obi left PDP. 🤣🤣🤣🤣, I laugh in Swahili. 🏃🏃🏃 https://t.co/i3HjVxGGwO"
234,234,Wisemanimpress1,Discipline,"Greater Accra, Ghana",930,1856,69489,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
235,235,ejiroiyeghe,A man of integrity,,2693,1640,18681,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
236,236,GiveItAll4Atiku,One love. Nigeria unite.,,1144,705,15323,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
237,237,ObyOrjioby,,,1743,967,35511,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
238,238,vote_Atiku2023,"Vote Atiku Abubakar for One Nigeria. Vote Atiku for better governance and sustainable Economy.
#VoteAtiku #VotePDP #OneNigeria #AtikuOkowa2023 @SylvesterEnearu","Abuja, Nigeria",49,743,15446,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
239,239,MaouzConcept,"Political analyst, graphic designer, Yoruba connoisseur. Leo 🦁🎤",,967,1320,44800,7,"If not that Peter Obi has ""collected"" Atiku's bag of votes, what is ordinary election that Atiku cannot win in 2023. 😅 😆😆. Had it been they saw this coming, they wouldn't have allowed Peter Obi left PDP. 🤣🤣🤣🤣, I laugh in Swahili. 🏃🏃🏃 https://t.co/i3HjVxGGwO"
240,240,MoniGeorge4,mother & civil servant. Child Of GOD😃 conservative and Trump loving,"Ibadan, Oyo state Nigeria ",866,1121,213206,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
241,241,g_gybe,"Our services

. Buy and sale properties for clients
. facility manager
. Real estate broker 
. Project managers  
. Building renovation
. Consultancy service","Abuja, Nigeria",900,405,583,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
242,242,FidelisOluwada1,,,826,320,3802,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
243,243,DoubleEcomedian,"Am an MC/Comedian, an Event planner, building and construction Engineer, and a civil society consultant and a politician. PDP Ward Laison officer warri south.",Nigeria,2443,780,11531,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
