,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
638,638,Obiepokar1,"v bank: 1003843525 , Abeg @obiepokar 🙏 follow for follow, Manchester United love","Enugu, Nigeria",625,745,26010,1894,"This brought tears to my eyes. I think Peter Obi’s decision about this issue goes a long way to show the kind of heart he has. 

#PeterObi4President2023 Kenneth Okonkwo #AbujaTwitterCommunity Arise TV #davido Yansh #Cheating Crocs Tank Nengi https://t.co/i5c5dgzO9s"
639,639,playboyswyz,spread love ❤ learn everyday above all stand for something #EndSARS,York,188,151,1678,0,"Tinubu is not different from Mugabe

Atiku wants to punish Yoruba people for not liking him

Vote Peter Obi"
640,640,H_Hicc,Arsenal.,,715,830,25023,689,"If Peter Obi should visit Sheikh Dahiru Bauchi today, he'll have earned like 200k votes automatically even before he starts campaign."
641,641,CelestineEdwin3,A Civil Engineer 👨‍🔬 👨‍🔬,"Lagos, Nigeria",261,271,16767,80,"Peter Obi is the next president of Nigeria, what is your contribution to this historic national moment?"
642,642,AliNelsonPeter1,Radiographer and entrepreneur.,,979,469,4571,442,"""River Niger and River Benue put together are short of the length of River Nile. If Egypt can make the Nile work, why can't we do same?""

Peter Obi is talking about restoring our interior ports, dredging of d Niger &amp; restoration of ports in d south-south.
 https://t.co/TLAttYj5S9"
643,643,wizkidvoice,Everything @wizkidayo. @Manutd,🌟 STARBOY 🌹,439,841,55108,164,"When Peter Obi mentioned the km of river Nile, benue and Niger .. I rushed to google to fact check it like rufai .. 

When I saw he was spot on .. I was wowed I’m not going to lie .. I read a whole lot and I don’t even know this kinda things off hand. Lemme go and polish my PVC."
644,644,CelestineEdwin3,A Civil Engineer 👨‍🔬 👨‍🔬,"Lagos, Nigeria",261,271,16767,88,"Peter Obi in his interview noted that Nigerians are in pain so therefore cannot be told how to react. Countries have been shut down for situations far lesser than what we are going through. 
APC destroyed the country and still want to control the narrative. 
PURE Madness!"
645,645,Michaelmyck,"fashionista••• content creator••realist••lover of music and vibes••new account tho, follow me now or else!",,271,203,770,54,"@itzz_blitz1 Tinubu Pablo EscoBAT trying to cram figures so he can sound a lil intelligent like Peter Obi does on live interviews.

But the figures no dy gree enter😂😂😂😂 https://t.co/MNPZhHGRW0"
646,646,emmagodstime,"Blessed Beyond Believe(BBB) ●Don't understand something about me, ask but not assume●Be contented with what u have●Help the needy when u can●Always Praise God!",United State of Wakanda😎💂,518,233,34593,2999,"Rufai on Arise TV “When will you release your manifesto”

Peter Obi “What’s more manifesting than what I’m telling you with my mouth”

😂😂😂😂😂 Daddy came to press necks and we love it!"
647,647,adtiezy1,"came here to learn, think and grow in the tech world. someone to show me around in this new space? hit me up. always open to learning (@tiezy1)PocketApp",,1918,1080,30515,521,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
648,648,Samuel4Olufemi,Simply a servant of Christ,Nigeria,50,2613,103053,147,"“Peter Obi inherited a disaster in Anambra state. Peter Obi came in and transformed Anambra state, he took the security situation and cleaned it up.  Even Evans the billionaire kidnapper ran away from the state due Obi’s security tactics ” — @realkenokonkwo Kenneth Okonkwo https://t.co/hoMyeLBR3K"
649,649,MichaelObasman,,"Federal Capital Territory, Nig",140,57,2278,601,"The TL is completely clear of Mikano boys and Agbado members.

This silence is sponsored by Peter Obi on Arise News."
650,650,Felixchika,"A supply chain and procurement professional, passionate about good leadership and responsibility .",Lagos,926,468,3659,521,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
651,651,OgbonnayaCM,"Saved by Grace||Absolutely nothing without Jesus||Depends daily on His mercies.
Medical student|Soon to be a doctor.",,229,28,621,100,"You can now watch the full interview on AIT Kaakaki held on the 24th of October, 2022 at 7:25am.
https://t.co/4NNjHBrF4C
Meanwhile, I received a lovely clock gift from the Dynamics Ambassadors for Peter Obi (DAPO) as symbol for the countdown to our electoral victory come 2023. https://t.co/eaqo5Sbx5N"
652,652,ELIBSON,Soccer ⚽️Lover. ONLY GOD MAKES WAY.,"ABJ, Nigeria",4733,465,25772,145,"Deep down I wish Peter Obi would visit Dunamis church again. 

I want a repeat of the Agbakano tears.😅"
653,653,Uzogud1,,Port-harcourt,578,73,1080,1940,"Banking halls in Nigeria became football viewing centers on a Monday morning, bcos Peter Obi was on Arise TV. No one cares about what Tinubu is saying. Listening to Jagaban regurgitate the nonsense that comes out of his mouth, is punishment. If u like, don’t vote for sense"
654,654,CelestineEdwin3,A Civil Engineer 👨‍🔬 👨‍🔬,"Lagos, Nigeria",261,271,16767,98,"Rufai on Arise TV: Are you getting ready for the Nov 15th's Presidential Debate that was organized by NESG, NEDG and BON on Economy Policy?

Peter Obi: Well I'm ready for any debates anytime.

That's My President. 🥳"
655,655,Edublaq_,"#self-worth
#OBIdient
#PeterObi4Presidency
#Diobuboy

#diehardgunners",diaspora ,2252,2415,4435,2978,"When Mr Peter Obi mentioned the size of River Niger and River Benue and also Rver Nile,
 Rufai Oseni ,said  let me fact check u, he said go on...He fact checked and said correct !!!! I quickly remembered Wike band song A biggie man A biggie man 🤣🤣🤣🤣🤣🤣"
656,656,NamexTechnocrat,"Development finance and Financial Inclusion expert. sustainability, youth empowerment, sports• For God and Country (Pro Deo Et Patria). ⚔️ Gidiron",,580,759,118182,1846,@urchilla01 People need to be reminded of this act of Peter Obi. https://t.co/KEqxz1uOG1
657,657,marshalljoman,Go against me? You won't stop losing!!! MUFC!!!!!,Inside Life! ,3842,2837,83215,1361,Peter Obi came to promote peace on Arise Tv with Rufai and Reuben but Kenneth Okonkwo came to AIT with 2by2. He chose vawlence!😂 https://t.co/EIbJSNBz2b
658,658,JentleJO,Advocate for good governance | Cruise | FCBarca | OBIdient,,2637,2958,9720,2128,"Peter Obi must be President. 

God please abeg."
659,659,TargetofLagos,APAPA MONEY 💰 A freight forwarder . YOU SHIP WE CLEAR IT … WIZKID FC. MAN U FAN.,"Lagos, Nigeria",1074,763,1666,0,@trapbwoykam @BlaqBonez @Drake @wizkidayo @LeoDiCaprio @BatmanvSuperman @Akademiks @taylorswift13 Make Peter Obi no release song that day shaa
660,660,Vj_dessy,"Warri Boy,☺
Event Planner ➡C.E.O DessyLomo Events 
Slide In My DM Because I go Soon Blow 😂","Warri,delta State",518,1609,149913,1742,"Reuben Abati on Arise TV asked Peter “Every candidate have been saying the same thing, what makes you different?”

Peter Obi : Anybody can write a beautiful manisfesto but let them come out and tell us what they can do, how they’ll do it and not speaking through spokespersons! 📌"
661,661,iamlalajoe,"I am Moved by my Believe and it's Evident in my Practice @Chelseafc
'One man one bullet'",Treasure Island,1553,2357,67938,785,"I was waiting for Emmanuel Efeni to speak right after Peter Obi's interview on Arise TV. I knew he wouldn't disappoint. He started off by calling it a powerful interview, just before I got the camera rolling! 😂😂 @ChudeMedia you people need to re-start giving us daily hashtags. https://t.co/0AghxMIk7D"
662,662,CodeAtom,Cr7 🐐,Middle of No where,7890,7349,70621,139,Where are Agbado and Mikano boys this evening? They disappeared after Peter Obi’s interview on Arise TV. I guess they are fact checking Peter Obi for their propaganda. Peter Obi no be una mate. Make una rest. #PeterObi4President2023
663,663,_Benjamite,"it is yet another day to remind you that Jesus Loves you. live a Focused lifestyle and see the lens of life adjust. one life, one shot; live it or leave it.",safe haven,1488,1519,3167,741,"Reuben Abati’s question to Peter obi pertaining his private life is unprofessional,how can you ask a married man about a girlfriend on TV interview,I think it’s disgraceful,@ARISEtv you should take action on this CALUMNY !"
664,664,MichaelObasman,,"Federal Capital Territory, Nig",140,57,2278,350,"Peter obi has said he did not donate any food items or materials. His donations was in cash.

This is for People that should be sympathising with flood victims but are busy propagandizing it, humanity=0."
665,665,Odogwu_priest,"Memories remind us that nothing last forever, you can be happy today and sad tomorrow. Time is precious and should not be wasted. Enjoy life.😌","Achnasaul, Scotland",2155,872,20102,2028,"El Rufai must be regretting lying against Peter Obi by now.

He didn't expect it to backfire this much💔😩🤣😆.

https://t.co/Jl4NTsUibC"
666,666,Watergwan,"if u don't ff me, Remember  jesus had only 12 followers nd he touched d world.",Right Behind you,3799,1401,22230,129,"VAWULENCE 2.0
Rufai: ""Can you tell us how you intend to tackle Insecurity if you become president""?
Mr Peter Obi: ""Even if you Put a Gun on my head, i will not tell you my Plans"".
Please kindly RETWEET.

Wike Obaseki  Seun Fashola #Obidients Kennet Okonkwo Channels Tv Arise TV https://t.co/QVKAa74xic"
667,667,wizkidvoice,Everything @wizkidayo. @Manutd,🌟 STARBOY 🌹,439,841,55108,336,"El Rufai how market !
This is no longer the era of propaganda, this is the era of reality.
Peter Obi has no hand in your arrest. https://t.co/s2SRmQpEej"
668,668,OnuekwusiT,Better than yesterday. Worse than tomorrow.,,1945,866,74333,2160,"my album drops friday, even if Drake, Kanye, Wizkid, Beyonce, Micheal Jackson, Rihanna, Davido, Vic O, Madonna, Justice league, Super man, Dr Strange,leanardo dicaprio, Lewis Hamilton,Valentino rossi, Peter Obi, Ecclesiastes, Socrates, spinall all decide to drop albums that day‼️ https://t.co/RIhvmQM98P"
669,669,eja_julius,,,229,81,1392,311,"So Ruffai Oseni told Peter Obi he would fact check him on live TV after he quoted the size of River Niger, River Benue and Rver Nile, and Peter Obi said, “Go on” with all confidence.

Ruffai quickly fact checked him and said, “CORRECT!!!”

Peter Obi is a very smart man!!!!"
670,670,Michaelmyck,"fashionista••• content creator••realist••lover of music and vibes••new account tho, follow me now or else!",,271,203,770,1895,"Peter obi mentioned that river Nile is 6650km and rufai said he'll verify about it, fews seconds later he confirmed it to be true.

Peter obi is very intelligent https://t.co/IoSBzW4I7h"
671,671,ELIBSON,Soccer ⚽️Lover. ONLY GOD MAKES WAY.,"ABJ, Nigeria",4733,465,25772,563,Peter Obi - Pakistan has the same population as Nigeria and the same number of vehicles how come they consume 20 million litres of petroleum daily and Nigeria consumes 60 million litres ? Subsidy in Nigeria is organised crime
672,672,CelestineEdwin3,A Civil Engineer 👨‍🔬 👨‍🔬,"Lagos, Nigeria",261,271,16767,133,"I will give you a manifesto but there's nothing better than what I'm telling you with my mouth. ~ HE Peter Obi on Arise TV

🇳🇬Kenneth Okonkwo Ezra Ooni Kano Toothache Nollywood South Korea Oba of Benin Abati #Cheating Go and Verify Sabinus Keke Bashir Visa Tunde #davido Indomie🇳🇬 https://t.co/DOE3CNWSQj"
673,673,OgbonnayaCM,"Saved by Grace||Absolutely nothing without Jesus||Depends daily on His mercies.
Medical student|Soon to be a doctor.",,229,28,621,47,"Peter Obi, Please what’s the meaning of all this nah? 

Please @PeterObi never you enter a boat again without a life jacket. What’s all this nah.

See how my heart beat increased. Baba please don’t play with our future. 

Next time, I will sue you for negligence. 

Please oh 😡😡 https://t.co/jVRGGxMe0x"
674,674,LdBridan,The bravest of hearts.,Calabar,823,647,1086,194,"A MAN whose political party has NO structure has become the most accepted and popular presidential candidate in this election. Ladies and gents, Peter Obi is the NEXT president of the Federal Republic of Nigeria 🇳🇬. It’s POssible! #ObiDatti2023 

—
Kenneth Okonkwo Arise TV Rufai https://t.co/OBuLKVhQ0C"
675,675,fabulouzifeanyi,"~Nigerian🇳🇬
~Claustrophobic 🌍
HUMANISER!!  
Live life, Love life, Touch Lives❤️",Africa,693,255,634,1044,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
